"","Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","Evaporacao.Piche","Temp.Comp.Media","Umidade.Relativa.Media","Velocidade.do.Vento.Media"
"35",1,"18/01/2000",0.5,0.0932203389830508,0.609848484848485,0.957081545064378,0.0697674418604651,0.391304347826087,0.784810126582278,0.562189054726368,"1.766.667"
"36",1,"18/01/2000",1,0.0677966101694915,0.609848484848485,0.905579399141631,0.0697674418604651,0.391304347826087,0.784810126582278,0.562189054726368,""
"37",1,"19/01/2000",0.5,0.0677966101694915,0.715909090909091,0.905579399141631,0.906976744186046,0.347826086956522,0.748945147679325,0.393034825870647,"2.4"
"38",1,"19/01/2000",1,0.00282485875706215,0.715909090909091,0.682403433476395,0.906976744186046,0.347826086956522,0.748945147679325,0.393034825870647,""
"39",1,"20/01/2000",0.5,0.00282485875706215,0.821969696969697,0.682403433476395,0.806201550387597,0.565217391304348,0.818565400843882,0.378109452736318,"1.4"
"40",1,"20/01/2000",1,0.00282485875706215,0.821969696969697,0.708154506437768,0.806201550387597,0.565217391304348,0.818565400843882,0.378109452736318,""
"41",1,"21/01/2000",0.5,0.00282485875706215,0.931818181818182,0.708154506437768,0.875968992248062,0.536231884057971,0.931434599156118,0.283582089552239,"2"
"42",1,"21/01/2000",1,0.00282485875706215,0.931818181818182,0.733905579399142,0.875968992248062,0.536231884057971,0.931434599156118,0.283582089552239,""
"43",1,"22/01/2000",0.5,0.00282485875706215,0.814393939393939,0.733905579399142,0.550387596899225,0.434782608695652,0.856540084388186,0.442786069651741,"3.133.333"
"44",1,"22/01/2000",1,0.00282485875706215,0.814393939393939,0.630901287553648,0.550387596899225,0.434782608695652,0.856540084388186,0.442786069651741,""
"45",1,"23/01/2000",0.5,0.00282485875706215,0.59469696969697,0.630901287553648,0.0155038759689922,0.985507246376812,0.753164556962025,0.582089552238806,"2.266.667"
"46",1,"23/01/2000",1,0.00282485875706215,0.59469696969697,0.854077253218884,0.0155038759689922,0.985507246376812,0.753164556962025,0.582089552238806,""
"47",1,"24/01/2000",0.5,0.00282485875706215,0.670454545454545,0.854077253218884,0.705426356589147,0.304347826086957,0.784810126582278,0.522388059701492,"4.1"
"48",1,"24/01/2000",1,0.00282485875706215,0.670454545454545,0.759656652360515,0.705426356589147,0.304347826086957,0.784810126582278,0.522388059701492,""
"49",1,"25/01/2000",0.5,0.00282485875706215,0.484848484848485,0.759656652360515,0.131782945736434,0.420289855072464,0.591772151898734,0.81592039800995,"2.233.333"
"50",1,"25/01/2000",1,0.624293785310734,0.484848484848485,0.682403433476395,0.131782945736434,0.420289855072464,0.591772151898734,0.81592039800995,""
"51",1,"26/01/2000",0.5,0.624293785310734,0.617424242424242,0.682403433476395,0.813953488372093,0.188405797101449,0.674050632911392,0.348258706467662,"2.566.667"
"52",1,"26/01/2000",1,0.0988700564971751,0.617424242424242,0.639484978540773,0.813953488372093,0.188405797101449,0.674050632911392,0.348258706467662,""
"53",1,"27/01/2000",0.5,0.0988700564971751,0.632575757575758,0.639484978540773,0.813953488372093,0.478260869565217,0.677215189873418,0.45273631840796,"1.966.667"
"54",1,"27/01/2000",1,0.00282485875706215,0.632575757575758,0.648068669527897,0.813953488372093,0.478260869565217,0.677215189873418,0.45273631840796,""
"55",1,"28/01/2000",0.5,0.00282485875706215,0.65530303030303,0.648068669527897,0.883720930232558,0.623188405797101,0.683544303797468,0.293532338308458,"1.966.667"
"56",1,"28/01/2000",1,0.00282485875706215,0.65530303030303,0.648068669527897,0.883720930232558,0.623188405797101,0.683544303797468,0.293532338308458,""
"57",1,"29/01/2000",0.5,0.00282485875706215,0.803030303030303,0.648068669527897,0.829457364341085,0.594202898550725,0.790084388185654,0.368159203980099,"2.166.667"
"58",1,"29/01/2000",1,0.00282485875706215,0.803030303030303,0.708154506437768,0.829457364341085,0.594202898550725,0.790084388185654,0.368159203980099,""
"59",1,"30/01/2000",0.5,0.00282485875706215,0.818181818181818,0.708154506437768,0.496124031007752,0.594202898550725,0.861814345991561,0.402985074626866,"1.7"
"60",1,"30/01/2000",1,0.00282485875706215,0.818181818181818,0.793991416309013,0.496124031007752,0.594202898550725,0.861814345991561,0.402985074626866,""
"61",1,"31/01/2000",0.5,0.00282485875706215,0.609848484848485,0.793991416309013,0.0775193798449612,0.521739130434783,0.707805907172996,0.741293532338308,"2"
"62",1,"31/01/2000",1,0.0790960451977401,0.609848484848485,0.811158798283262,0.0775193798449612,0.521739130434783,0.707805907172996,0.741293532338308,""
"63",1,"01/02/2000",0.5,0.0790960451977401,0.602272727272727,0.811158798283262,0.0930232558139535,0.202898550724638,0.675105485232067,0.766169154228856,"2.433.333"
"64",1,"01/02/2000",1,0.0790960451977401,0.602272727272727,0.742489270386266,0.0930232558139535,0.202898550724638,0.675105485232067,0.766169154228856,""
"65",1,"02/02/2000",0.5,0.0790960451977401,0.693181818181818,0.742489270386266,0.13953488372093,0.333333333333333,0.779535864978903,0.646766169154229,"1.1"
"66",1,"02/02/2000",1,0.0112994350282486,0.693181818181818,0.802575107296137,0.13953488372093,0.333333333333333,0.779535864978903,0.646766169154229,""
"67",1,"03/02/2000",0.5,0.0112994350282486,0.617424242424242,0.802575107296137,0.0852713178294574,0.27536231884058,0.743670886075949,0.781094527363184,"1.266.667"
"68",1,"03/02/2000",1,0.00282485875706215,0.617424242424242,0.772532188841202,0.0852713178294574,0.27536231884058,0.743670886075949,0.781094527363184,""
"69",1,"04/02/2000",0.5,0.00282485875706215,0.617424242424242,0.772532188841202,0.534883720930233,0.188405797101449,0.699367088607595,0.631840796019901,"1.966.667"
"70",1,"04/02/2000",1,0.180790960451977,0.617424242424242,0.708154506437768,0.534883720930233,0.188405797101449,0.699367088607595,0.631840796019901,""
"71",1,"05/02/2000",0.5,0.180790960451977,0.708333333333333,0.708154506437768,0.86046511627907,0.333333333333333,0.755274261603376,0.512437810945274,"1.8"
"72",1,"05/02/2000",1,0.00282485875706215,0.708333333333333,0.690987124463519,0.86046511627907,0.333333333333333,0.755274261603376,0.512437810945274,""
"73",1,"06/02/2000",0.5,0.00282485875706215,0.768939393939394,0.690987124463519,0.798449612403101,0.449275362318841,0.782700421940928,0.532338308457711,"1.633.333"
"74",1,"06/02/2000",1,0.00282485875706215,0.768939393939394,0.742489270386266,0.798449612403101,0.449275362318841,0.782700421940928,0.532338308457711,""
"75",1,"07/02/2000",0.5,0.00282485875706215,0.71969696969697,0.742489270386266,0.86046511627907,0.782608695652174,0.768987341772152,0.442786069651741,"3.366.667"
"76",1,"07/02/2000",1,0.00282485875706215,0.71969696969697,0.751072961373391,0.86046511627907,0.782608695652174,0.768987341772152,0.442786069651741,""
"77",1,"08/02/2000",0.5,0.00282485875706215,0.806818181818182,0.751072961373391,0.868217054263566,0.246376811594203,0.812236286919831,0.437810945273632,"1.866.667"
"78",1,"08/02/2000",1,0.00282485875706215,0.806818181818182,0.733905579399142,0.868217054263566,0.246376811594203,0.812236286919831,0.437810945273632,""
"79",1,"09/02/2000",0.5,0.00282485875706215,0.852272727272727,0.733905579399142,0.720930232558139,0.536231884057971,0.835443037974684,0.54726368159204,"1.2"
"80",1,"09/02/2000",1,0.00282485875706215,0.852272727272727,0.789699570815451,0.720930232558139,0.536231884057971,0.835443037974684,0.54726368159204,""
"81",1,"10/02/2000",0.5,0.00282485875706215,0.799242424242424,0.789699570815451,0.875968992248062,0.463768115942029,0.850210970464135,0.462686567164179,"1.533.333"
"82",1,"10/02/2000",1,0.740112994350282,0.799242424242424,0.785407725321888,0.875968992248062,0.463768115942029,0.850210970464135,0.462686567164179,""
"83",1,"11/02/2000",0.5,0.740112994350282,0.821969696969697,0.785407725321888,0.751937984496124,0.434782608695652,0.875527426160338,0.552238805970149,"1.2"
"84",1,"11/02/2000",1,0.00282485875706215,0.821969696969697,0.824034334763948,0.751937984496124,0.434782608695652,0.875527426160338,0.552238805970149,""
"85",1,"12/02/2000",0.5,0.00282485875706215,0.962121212121212,0.824034334763948,0.837209302325581,0.492753623188406,0.972573839662447,0.393034825870647,"0.833333"
"86",1,"12/02/2000",1,0.00282485875706215,0.962121212121212,0.832618025751073,0.837209302325581,0.492753623188406,0.972573839662447,0.393034825870647,""
"87",1,"13/02/2000",0.5,0.00282485875706215,0.761363636363636,0.832618025751073,0.496124031007752,0.594202898550725,0.892405063291139,0.492537313432836,"2.2"
"88",1,"13/02/2000",1,0.00282485875706215,0.761363636363636,0.918454935622318,0.496124031007752,0.594202898550725,0.892405063291139,0.492537313432836,""
"89",1,"14/02/2000",0.5,0.00282485875706215,0.534090909090909,0.918454935622318,0.00775193798449612,0.420289855072464,0.664556962025316,0.73134328358209,"5.2"
"90",1,"14/02/2000",1,0.189265536723164,0.534090909090909,0.785407725321888,0.00775193798449612,0.420289855072464,0.664556962025316,0.73134328358209,""
"91",1,"15/02/2000",0.5,0.189265536723164,0.473484848484849,0.785407725321888,0.0310077519379845,0.36231884057971,0.638185654008439,0.696517412935323,"3"
"92",1,"15/02/2000",1,0.0141242937853107,0.473484848484849,0.772532188841202,0.0310077519379845,0.36231884057971,0.638185654008439,0.696517412935323,""
"93",1,"16/02/2000",0.5,0.0141242937853107,0.617424242424242,0.772532188841202,0.821705426356589,0.173913043478261,0.672995780590717,0.388059701492537,"3.533.333"
"94",1,"16/02/2000",1,0.0536723163841808,0.617424242424242,0.665236051502146,0.821705426356589,0.173913043478261,0.672995780590717,0.388059701492537,""
"95",1,"17/02/2000",0.5,0.0536723163841808,0.632575757575758,0.665236051502146,0.813953488372093,0.550724637681159,0.671940928270042,0.412935323383085,"2.833.333"
"96",1,"17/02/2000",1,0.00564971751412429,0.632575757575758,0.682403433476395,0.813953488372093,0.550724637681159,0.671940928270042,0.412935323383085,""
"97",1,"18/02/2000",0.5,0.00564971751412429,0.678030303030303,0.682403433476395,0.844961240310077,0.565217391304348,0.703586497890295,0.333333333333333,"2.8"
"98",1,"18/02/2000",1,0.00282485875706215,0.678030303030303,0.699570815450644,0.844961240310077,0.565217391304348,0.703586497890295,0.333333333333333,""
"99",1,"19/02/2000",0.5,0.00282485875706215,0.708333333333333,0.699570815450644,0.790697674418605,0.608695652173913,0.707805907172996,0.313432835820896,"1.3"
"100",1,"19/02/2000",1,0.00282485875706215,0.708333333333333,0.660944206008584,0.790697674418605,0.608695652173913,0.707805907172996,0.313432835820896,""
"101",1,"20/02/2000",0.5,0.00282485875706215,0.738636363636364,0.660944206008584,0.720930232558139,0.536231884057971,0.74789029535865,0.368159203980099,"1.366.667"
"102",1,"20/02/2000",1,0.00282485875706215,0.738636363636364,0.703862660944206,0.720930232558139,0.536231884057971,0.74789029535865,0.368159203980099,""
"103",1,"21/02/2000",0.5,0.00282485875706215,0.685606060606061,0.703862660944206,0.310077519379845,0.565217391304348,0.773206751054852,0.45771144278607,"0.766667"
"104",1,"21/02/2000",1,0.00282485875706215,0.685606060606061,0.759656652360515,0.310077519379845,0.565217391304348,0.773206751054852,0.45771144278607,""
"105",1,"22/02/2000",0.5,0.00282485875706215,0.715909090909091,0.759656652360515,0.627906976744186,0.347826086956522,0.782700421940928,0.517412935323383,"2.133.333"
"106",1,"22/02/2000",1,0.00282485875706215,0.715909090909091,0.768240343347639,0.627906976744186,0.347826086956522,0.782700421940928,0.517412935323383,""
"107",1,"23/02/2000",0.5,0.00282485875706215,0.746212121212121,0.768240343347639,0.682170542635659,0.420289855072464,0.748945147679325,0.597014925373134,"1.2"
"108",1,"23/02/2000",1,0.00282485875706215,0.746212121212121,0.776824034334764,0.682170542635659,0.420289855072464,0.748945147679325,0.597014925373134,""
"109",1,"24/02/2000",0.5,0.00282485875706215,0.829545454545455,0.776824034334764,0.705426356589147,0.36231884057971,0.810126582278481,0.412935323383085,"1.466.667"
"110",1,"24/02/2000",1,0.132768361581921,0.829545454545455,0.738197424892704,0.705426356589147,0.36231884057971,0.810126582278481,0.412935323383085,""
"111",1,"25/02/2000",0.5,0.132768361581921,0.806818181818182,0.738197424892704,0.62015503875969,0.521739130434783,0.825949367088608,0.398009950248756,"1.766.667"
"112",1,"25/02/2000",1,0.00282485875706215,0.806818181818182,0.781115879828326,0.62015503875969,0.521739130434783,0.825949367088608,0.398009950248756,""
"113",1,"26/02/2000",0.5,0.00282485875706215,0.791666666666667,0.781115879828326,0.294573643410853,0.521739130434783,0.828059071729958,0.577114427860697,"1.466.667"
"114",1,"26/02/2000",1,0.00282485875706215,0.791666666666667,0.828326180257511,0.294573643410853,0.521739130434783,0.828059071729958,0.577114427860697,""
"115",1,"27/02/2000",0.5,0.00282485875706215,0.946969696969697,0.828326180257511,0.403100775193798,0.681159420289855,0.909282700421941,0.54228855721393,"2.366.667"
"116",1,"27/02/2000",1,0.00282485875706215,0.946969696969697,0.888412017167382,0.403100775193798,0.681159420289855,0.909282700421941,0.54228855721393,""
"117",1,"28/02/2000",0.5,0.00282485875706215,0.579545454545455,0.888412017167382,0.00775193798449612,0.217391304347826,0.740506329113924,0.736318407960199,"2.8"
"118",1,"28/02/2000",1,0.903954802259887,0.579545454545455,0.84549356223176,0.00775193798449612,0.217391304347826,0.740506329113924,0.736318407960199,""
"119",1,"29/02/2000",0.5,0.903954802259887,0.450757575757576,0.84549356223176,0.00775193798449612,0.231884057971014,0.619198312236287,0.656716417910448,"1.733.333"
"120",1,"29/02/2000",1,0.019774011299435,0.450757575757576,0.751072961373391,0.00775193798449612,0.231884057971014,0.619198312236287,0.656716417910448,""
"121",1,"01/03/2000",0.5,0.019774011299435,0.46969696969697,0.751072961373391,0.00775193798449612,0.260869565217391,0.670886075949367,0.855721393034826,"1.066.667"
"122",1,"01/03/2000",1,0.0677966101694915,0.46969696969697,0.776824034334764,0.00775193798449612,0.260869565217391,0.670886075949367,0.855721393034826,""
"123",1,"02/03/2000",0.5,0.0677966101694915,0.799242424242424,0.776824034334764,0.627906976744186,0.0144927536231884,0.864978902953586,0.666666666666667,"0.766667"
"124",1,"02/03/2000",1,0.096045197740113,0.799242424242424,0.854077253218884,0.627906976744186,0.0144927536231884,0.864978902953586,0.666666666666667,""
"125",1,"03/03/2000",0.5,0.096045197740113,0.715909090909091,0.854077253218884,0.302325581395349,0.333333333333333,0.816455696202532,0.63681592039801,"0.866667"
"126",1,"03/03/2000",1,0.00282485875706215,0.715909090909091,0.828326180257511,0.302325581395349,0.333333333333333,0.816455696202532,0.63681592039801,""
"127",1,"04/03/2000",0.5,0.00282485875706215,0.556818181818182,0.828326180257511,0.0155038759689922,0.289855072463768,0.719409282700422,0.925373134328358,"0.233333"
"128",1,"04/03/2000",1,0.00282485875706215,0.556818181818182,0.836909871244635,0.0155038759689922,0.289855072463768,0.719409282700422,0.925373134328358,""
"129",1,"05/03/2000",0.5,0.00282485875706215,0.765151515151515,0.836909871244635,0.534883720930233,0.0579710144927536,0.806962025316456,0.716417910447761,"0.933333"
"130",1,"05/03/2000",1,0.330508474576271,0.765151515151515,0.811158798283262,0.534883720930233,0.0579710144927536,0.806962025316456,0.716417910447761,""
"131",1,"06/03/2000",0.5,0.330508474576271,0.511363636363636,0.811158798283262,0.0232558139534884,0.246376811594203,0.704641350210971,0.825870646766169,"1.1"
"132",1,"06/03/2000",1,0.206214689265537,0.511363636363636,0.84549356223176,0.0232558139534884,0.246376811594203,0.704641350210971,0.825870646766169,""
"133",1,"07/03/2000",0.5,0.206214689265537,0.571969696969697,0.84549356223176,0.705426356589147,0.101449275362319,0.632911392405063,0.567164179104478,"2.6"
"134",1,"07/03/2000",1,0.497175141242938,0.571969696969697,0.630901287553648,0.705426356589147,0.101449275362319,0.632911392405063,0.567164179104478,""
"135",1,"08/03/2000",0.5,0.497175141242938,0.549242424242424,0.630901287553648,0.24031007751938,0.333333333333333,0.588607594936709,0.507462686567164,"1.566.667"
"136",1,"08/03/2000",1,0.0395480225988701,0.549242424242424,0.618025751072961,0.24031007751938,0.333333333333333,0.588607594936709,0.507462686567164,""
"137",1,"09/03/2000",0.5,0.0395480225988701,0.579545454545455,0.618025751072961,0.511627906976744,0.420289855072464,0.626582278481013,0.437810945273632,"1.733.333"
"138",1,"09/03/2000",1,0.00282485875706215,0.579545454545455,0.639484978540773,0.511627906976744,0.420289855072464,0.626582278481013,0.437810945273632,""
"139",1,"10/03/2000",0.5,0.00282485875706215,0.662878787878788,0.639484978540773,0.62015503875969,0.420289855072464,0.65084388185654,0.507462686567164,"1.2"
"140",1,"10/03/2000",1,0.00282485875706215,0.662878787878788,0.643776824034335,0.62015503875969,0.420289855072464,0.65084388185654,0.507462686567164,""
"141",1,"11/03/2000",0.5,0.00282485875706215,0.617424242424242,0.643776824034335,0.395348837209302,0.405797101449275,0.64662447257384,0.54228855721393,"0.966667"
"142",1,"11/03/2000",1,0.00282485875706215,0.617424242424242,0.690987124463519,0.395348837209302,0.405797101449275,0.64662447257384,0.54228855721393,""
"143",1,"12/03/2000",0.5,0.00282485875706215,0.609848484848485,0.690987124463519,0.465116279069767,0.376811594202899,0.649789029535865,0.552238805970149,"2.066.667"
"144",1,"12/03/2000",1,0.00282485875706215,0.609848484848485,0.699570815450644,0.465116279069767,0.376811594202899,0.649789029535865,0.552238805970149,""
"145",1,"13/03/2000",0.5,0.00282485875706215,0.678030303030303,0.699570815450644,0.813953488372093,0.405797101449275,0.699367088607595,0.522388059701492,"2.033.333"
"146",1,"13/03/2000",1,0.00282485875706215,0.678030303030303,0.682403433476395,0.813953488372093,0.405797101449275,0.699367088607595,0.522388059701492,""
"147",1,"14/03/2000",0.5,0.00282485875706215,0.768939393939394,0.682403433476395,0.689922480620155,0.434782608695652,0.776371308016878,0.502487562189055,"0.9"
"148",1,"14/03/2000",1,0.00282485875706215,0.768939393939394,0.716738197424893,0.689922480620155,0.434782608695652,0.776371308016878,0.502487562189055,""
"149",1,"15/03/2000",0.5,0.00282485875706215,0.791666666666667,0.716738197424893,0.674418604651163,0.376811594202899,0.805907172995781,0.592039800995025,"0.6"
"150",1,"15/03/2000",1,0.00282485875706215,0.791666666666667,0.785407725321888,0.674418604651163,0.376811594202899,0.805907172995781,0.592039800995025,""
"151",1,"16/03/2000",0.5,0.00282485875706215,0.84469696969697,0.785407725321888,0.767441860465116,0.376811594202899,0.854430379746835,0.407960199004975,"1.3"
"152",1,"16/03/2000",1,0.00282485875706215,0.84469696969697,0.793991416309013,0.767441860465116,0.376811594202899,0.854430379746835,0.407960199004975,""
"153",1,"17/03/2000",0.5,0.00282485875706215,0.723484848484849,0.793991416309013,0.542635658914729,0.652173913043478,0.757383966244726,0.651741293532338,"2.3"
"154",1,"17/03/2000",1,0.265536723163842,0.723484848484849,0.759656652360515,0.542635658914729,0.652173913043478,0.757383966244726,0.651741293532338,""
"155",1,"18/03/2000",0.5,0.265536723163842,0.556818181818182,0.759656652360515,0.790697674418605,0.391304347826087,0.609704641350211,0.373134328358209,"1.266.667"
"156",1,"18/03/2000",1,0.00282485875706215,0.556818181818182,0.665236051502146,0.790697674418605,0.391304347826087,0.609704641350211,0.373134328358209,""
"157",1,"19/03/2000",0.5,0.00282485875706215,0.590909090909091,0.665236051502146,0.798449612403101,0.507246376811594,0.586497890295359,0.353233830845771,"1.666.667"
"158",1,"19/03/2000",1,0.00282485875706215,0.590909090909091,0.553648068669528,0.798449612403101,0.507246376811594,0.586497890295359,0.353233830845771,""
"159",1,"20/03/2000",0.5,0.00282485875706215,0.71969696969697,0.553648068669528,0.821705426356589,0.594202898550725,0.695147679324895,0.36318407960199,"1.533.333"
"160",1,"20/03/2000",1,0.00282485875706215,0.71969696969697,0.630901287553648,0.821705426356589,0.594202898550725,0.695147679324895,0.36318407960199,""
"161",1,"21/03/2000",0.5,0.00282485875706215,0.647727272727273,0.630901287553648,0.333333333333333,0.608695652173913,0.741561181434599,0.532338308457711,"0.933333"
"162",1,"21/03/2000",1,0.00282485875706215,0.647727272727273,0.656652360515021,0.333333333333333,0.608695652173913,0.741561181434599,0.532338308457711,""
"163",1,"22/03/2000",0.5,0.00282485875706215,0.609848484848485,0.656652360515021,0.472868217054264,0.507246376811594,0.729957805907173,0.671641791044776,"1.733.333"
"164",1,"22/03/2000",1,0.00282485875706215,0.609848484848485,0.832618025751073,0.472868217054264,0.507246376811594,0.729957805907173,0.671641791044776,""
"165",1,"23/03/2000",0.5,0.00282485875706215,0.821969696969697,0.832618025751073,0.775193798449612,0.36231884057971,0.820675105485232,0.482587064676617,"1.1"
"166",1,"23/03/2000",1,0.00282485875706215,0.821969696969697,0.789699570815451,0.775193798449612,0.36231884057971,0.820675105485232,0.482587064676617,""
"167",1,"24/03/2000",0.5,0.00282485875706215,0.556818181818182,0.789699570815451,0.333333333333333,0.478260869565217,0.594936708860759,0.756218905472637,"2.633.333"
"168",1,"24/03/2000",1,0.274011299435028,0.556818181818182,0.639484978540773,0.333333333333333,0.478260869565217,0.594936708860759,0.756218905472637,""
"169",1,"25/03/2000",0.5,0.274011299435028,0.613636363636364,0.639484978540773,0.767441860465116,0.217391304347826,0.625527426160338,0.442786069651741,"2.3"
"170",1,"25/03/2000",1,0.296610169491525,0.613636363636364,0.630901287553648,0.767441860465116,0.217391304347826,0.625527426160338,0.442786069651741,""
"171",1,"26/03/2000",0.5,0.296610169491525,0.723484848484849,0.630901287553648,0.767441860465116,0.492753623188406,0.708860759493671,0.482587064676617,"1.166.667"
"172",1,"26/03/2000",1,0.00282485875706215,0.723484848484849,0.639484978540773,0.767441860465116,0.492753623188406,0.708860759493671,0.482587064676617,""
"173",1,"27/03/2000",0.5,0.00282485875706215,0.575757575757576,0.639484978540773,0.13953488372093,0.434782608695652,0.660337552742616,0.830845771144279,"1.866.667"
"174",1,"27/03/2000",1,0.135593220338983,0.575757575757576,0.768240343347639,0.13953488372093,0.434782608695652,0.660337552742616,0.830845771144279,""
"175",1,"28/03/2000",0.5,0.135593220338983,0.458333333333333,0.768240343347639,0.744186046511628,0.231884057971014,0.434599156118143,0.45273631840796,"0.866667"
"176",1,"28/03/2000",1,0.225988700564972,0.458333333333333,0.587982832618026,0.744186046511628,0.231884057971014,0.434599156118143,0.45273631840796,""
"177",1,"29/03/2000",0.5,0.225988700564972,0.443181818181818,0.587982832618026,0.310077519379845,0.405797101449275,0.438818565400844,0.567164179104478,"1.633.333"
"178",1,"29/03/2000",1,0.00282485875706215,0.443181818181818,0.416309012875536,0.310077519379845,0.405797101449275,0.438818565400844,0.567164179104478,""
